dr_id,question_1,question_2,label,question_1_length,question_2_length,processed_question_1,processed_question_2
7,"Hello doctor, i feel numbness and diziness in my haed and neck pain, pls help me ?","My mom has been experiencing numbness in head, dizziness, neck pain for last couple of months. We consulted her doctor and a CT scan was done. He said it could be cervical sponylosis and we are awaiting reports. In the meanwhile, is there anything that she can try for relief?",0,82,276,hello doctor feel numbness diziness haed neck pain pls help,mom experience numbness head dizziness neck pain last couple month consult doctor ct scan do say could cervical sponylosis await report meanwhile anything try relief
7,Hello sir! I hav a skin Color pimples in my vagina lips! Is dat any problem? I'm really scared!,Hi! I noticed skin colored bumps on my vaginal lips this morning and I am very scared. What could be the cause of these bumps?,1,95,126,hello sir hav skin color pimple vagina lip dat problem really scared,hi notice skin color bump vaginal lip morning scared could cause bump
7,Hello sir! I hav a skin Color pimples in my vagina lips! Is dat any problem? I'm really scared!,"I noticed skin colored bumps on vaginal lips 3 days ago, that started hurting today. There is a pus point at the top of one of the bumps and it is warm to touch. I don't have insurance and I was wondering if I should pop and drain it or do I need to consult a doctor?",0,95,267,hello sir hav skin color pimple vagina lip dat problem really scared,notice skin color bump vaginal lip 3 day ago start hurt today pus point top one bump warm touch insurance wonder pop drain need consult doctor
7,"How accurate are the doctors measurements of the baby to determine baby weeks, due date, conception, ovulation etc...",My OBGYN said I am 30 weeks pregnant and my due date changed by 3 days according to my recent ultrasound scan. How can I calculate my due date exactly?,0,117,151,accurate doctor measurement baby determine baby week due date conception ovulation etc,obgyn say 30 week pregnant due date change 3 day accord recent ultrasound scan calculate due date exactly
7,"How accurate are the doctors measurements of the baby to determine baby weeks, due date, conception, ovulation etc...","My OBGYN said I am 8 weeks pregnant after an ultrasound scan was done but according to my period date and cycles, I should be 9 weeks pregnant with a different due date. Can you tell me how accurate is this calculation based on the baby's measurements on scan?",1,117,260,accurate doctor measurement baby determine baby week due date conception ovulation etc,obgyn say 8 week pregnant ultrasound scan do accord period date cycle 9 week pregnant different due date tell accurate calculation base baby measurement scan
7,How bad is olive oil in your diet?,"I was told I have gastritis and I started using olive oil in my diet. But I don't like the taste at all. Is there any other type of oil, that I can use apart from olive oil for my gastritis? ",0,34,191,bad olive oil diet,tell gastritis start use olive oil diet like taste type oil use apart olive oil gastritis
7,How bad is olive oil in your diet?,"I was under the impression that olive oil is healthy and started using it ever since I started being on a diet for weight loss. I recently came across an article, that said olive oil had equal number calories as in any other oil. Can you explain how bad is it to use olive oil in diet?",1,34,285,bad olive oil diet,impression olive oil healthy start use ever since start diet weight loss recently come across article say olive oil equal number calorie oil explain bad use olive oil diet
7,How does a boil look tender?,"I have a tender bump on my pubic area, that probably developed after I shaved the area a couple days ago? I will share a picture, can you tell me if it looks like a boil?",1,28,170,boil look tender,tender bump pubic area probably develop shave area couple day ago share picture tell look like boil
7,How does a boil look tender?,"I recently shaved my armpit and I noticed a warm, red bump causing pain on touch yesterday. I think it is a boil. Can you help me with a few measures for its healing and for relief from pain? ",0,28,192,boil look tender,recently shave armpit notice warm red bump cause pain touch yesterday think boil help measure heal relief pain
7,How does mitral stenosis affect the heart?,I experience chest pain and palpitations and I am worried about heart conditions because my father has mitral stenosis. What are my chances of mitral stenosis?,0,42,159,mitral stenosis affect heart,experience chest pain palpitation worry heart condition father mitral stenosis chance mitral stenosis
7,How does mitral stenosis affect the heart?,"I was diagnosed with mitral stenosis a couple of months ago and I am worried a lot. What are the changes, that occur in heart due to mitral stenosis?",1,42,149,mitral stenosis affect heart,diagnose mitral stenosis couple month ago worry lot change occur heart due mitral stenosis
7,"How does qcarbo16 work, I see people using it to pass drug test, well that's not why I brought it, I need to cleanse my body, how does it work, thanks?",I bought qcarbo16 recently to cleanse and detoxify my body. I want to let you know that I am aware that many people use it to pass drug test but that is not why I bought it. I want to know more about it before I take it. Can you tell me how does it work exactly?,1,151,262,qcarbo16 work see people use pass drug test well bring need cleanse body work thank,buy qcarbo16 recently cleanse detoxify body want let know aware many people use pass drug test buy want know take tell work exactly
7,"How does qcarbo16 work, I see people using it to pass drug test, well that's not why I brought it, I need to cleanse my body, how does it work, thanks?",I smoked very less amount of weed 2 nights ago and it was my first time. I have a drug test to pass at my school next week and I am worried if it shows marijuana in my system. My friend suggested qcarbo16 but I want to take a professional opinion. Should I take it? Will it help me?,0,151,282,qcarbo16 work see people use pass drug test well bring need cleanse body work thank,smoke less amount weed 2 night ago first time drug test pass school next week worry show marijuana system friend suggest qcarbo16 want take professional opinion take help
7,How is your basal metabolic rate impacted by your basal energy expenditure?,How can I calculate my basal energy expenditure and basal metabolic rate?,0,75,73,basal metabolic rate impact basal energy expenditure,calculate basal energy expenditure basal metabolic rate
7,How is your basal metabolic rate impacted by your basal energy expenditure?,How does basal energy expenditure affect the basal metabolic rate?,1,75,66,basal metabolic rate impact basal energy expenditure,basal energy expenditure affect basal metabolic rate
7,How long does bleeding last after mirena (levonorgestrel) removal my af is not till the 16 of april I have always been regular,"My cycles have always been regular and my expected due date of period is 16th April. I got Mirena recently. I am worried it would disturb my cycles, what are the chances?",0,126,170,long bleeding last mirena levonorgestrel removal af till 16 april always regular,cycle always regular expect due date period 16th april get mirena recently worry would disturb cycle chance
7,How long does bleeding last after mirena (levonorgestrel) removal my af is not till the 16 of april I have always been regular,My expected due date of period is 16th April and my cycles have been always regular. I got my Mirena (levonorgestrel) removed and started bleeding. How long will this bleeding last?,1,126,181,long bleeding last mirena levonorgestrel removal af till 16 april always regular,expect due date period 16th april cycle always regular get mirena levonorgestrel remove start bleed long bleed last
7,How long does the pain for a root extraction last?,I got a root extraction done 2 days ago and it hurts a lot. My doctor gave me pain killer medications but can you tell me how long does this pain last?,1,50,151,long pain root extraction last,get root extraction do 2 day ago hurt lot doctor give pain killer medication tell long pain last
7,How long does the pain for a root extraction last?,"I got a root extraction done 5 days ago but it still hurts a lot. I took the pain killer medications, that my dentist prescribe but that helps only for a while. Is there anything, that I can do for relief at home?",0,50,213,long pain root extraction last,get root extraction do 5 day ago still hurt lot take pain killer medication dentist prescribe help anything relief home
7,How much do tummy tucks (witch hazel) usually hurt?,I am planning to get tummy tucks (witch hazel) done and I am worried about its complications. Does it hurt a lot? ,1,51,114,much tummy tuck witch hazel usually hurt,planning get tummy tuck witch hazel do worried complication hurt lot
7,How much do tummy tucks (witch hazel) usually hurt?,"I am scheduled for tummy tucks (witch hazel) this week and I am scared of its complications. I am aware that any surgery causes pain for a few days but should I be worried about chances of infection, thrombosis, etc. as well?",0,51,225,much tummy tuck witch hazel usually hurt,schedule tummy tucks witch hazel week scared complication aware surgery cause pain day worried chance infection thrombosis etc well
7,How to know if you miscarried without passing fetus?,"I am 6 weeks pregnant. I have been reading articles about pregnancy care and I came across one that says chances of miscarriage are high during the first 12 weeks of pregnancy. I am worried now, is this true? ",0,52,209,know miscarry without pass fetus,6 week pregnant read article pregnancy care come across one say chance miscarriage high first 12 week pregnancy worry true
7,How to know if you miscarried without passing fetus?,My doctor confirmed that I am pregnant and I noticed dark brown vaginal discharge this morning but no clots. I am very worried about chances of miscarriage because I didn't notice fetus when I checked my sanitary napkin. How do I confirm this? Am I still pregnant?,1,52,264,know miscarry without pass fetus,doctor confirm pregnant notice dark brown vaginal discharge morning clot worried chance miscarriage notice fetus check sanitary napkin confirm still pregnant
7,How would you measure how severe pectus excavatum is?,I have moderate pectus excavatum. I am worried if it may cause lung or heart related issues. What are the complications of pectus excavatum?,0,53,140,would measure severe pectus excavatum,moderate pectus excavatum worry may cause lung heart relate issue complication pectus excavatum
7,How would you measure how severe pectus excavatum is?,I have pectus excavatum and I am wondering how severe is it?,1,53,60,would measure severe pectus excavatum,pectus excavatum wonder severe
7,I am 42 I have only had my period 4 times in the last year. I get pain in my stomach but nothing happens. Any ideas why this could be occurring?,"I am 42 and I don't get my period every month. I think I will attain menopause soon. I am worried about the post menopausal changes such as mood swings, dry vagina, etc. Should I consider hormonal therapy?",0,144,205,42 period 4 time last year get pain stomach nothing happen idea could occur,42 get period every month think attain menopause soon worry post menopausal change mood swing dry vagina etc consider hormonal therapy
7,I am 42 I have only had my period 4 times in the last year. I get pain in my stomach but nothing happens. Any ideas why this could be occurring?,My mom is 42 and she got her period only 4 times last year. She says her abdomen hurts but doesn't get period every month. What could be the cause?,1,144,147,42 period 4 time last year get pain stomach nothing happen idea could occur,mom 42 get period 4 time last year say abdomen hurt get period every month could cause
7,"I am experiencing  headache (better by: rest, nsaids (ibuprofen, naproxen, etc.)) (time frame: gradual onset) (side: left, right) (occurred: < 1 hr...","I have been experiencing headache on both sides, that started gradually and got worse. It gets better on taking rest and when I take ibuprofen, naproxen. It has been disturbing my daily routine and I am not able to concentrate. What could be the cause?",1,150,252,experience headache well rest nsaids ibuprofen naproxen etc time frame gradual onset side left right occur 1 hr,experience headache side start gradually get bad get well take rest take ibuprofen naproxen disturb daily routine able concentrate could cause
7,"I am experiencing  headache (better by: rest, nsaids (ibuprofen, naproxen, etc.)) (time frame: gradual onset) (side: left, right) (occurred: < 1 hr...",I have headache on left side with pain behind my left eye and nausea for last 3 weeks. It usually gets better on taking rest and with pain killer medications but gets worse on working over my computer. I am wondering if my eye power changed. Should I get an eye checkup done?,0,150,275,experience headache well rest nsaids ibuprofen naproxen etc time frame gradual onset side left right occur 1 hr,headache left side pain behind left eye nausea last 3 week usually get well take rest pain killer medication get bad work computer wonder eye power change get eye checkup do
7,I am having moderate to severe abdominal pain on my right side. Every time i poop Iit hurts really bad like a Charlie horse in my side.,I have moderate to severe right abdomen pain for last 2 weeks. It hurts a lot like a cramp on my side while passing stools. What could be the cause? ,1,135,149,moderate severe abdominal pain right side every time poop iit hurt really bad like charlie horse side,moderate severe right abdomen pain last 2 week hurt lot like cramp side pass stool could cause
7,I am having moderate to severe abdominal pain on my right side. Every time i poop Iit hurts really bad like a Charlie horse in my side.,I have moderate to severe right abdomen pain with cramp like pain on side while passing stools. I got tested recently and awaiting reports but the pain is disturbing my daily routine. I have constipation as well. Any tips for relief in the meanwhile?,0,135,250,moderate severe abdominal pain right side every time poop iit hurt really bad like charlie horse side,moderate severe right abdomen pain cramp like pain side pass stool get test recently await report pain disturb daily routine constipation well tip relief meanwhile
7,I bent over while sitting in a chair to pick up something and felt like something popped and I am now having pain on my left side around my ribs?,I have rib pain on left side. I felt a pop before this started when I bent over to pick something up while sitting on a chair. What could be the cause? ,1,145,152,bent sitting chair pick something feel like something pop pain left side around rib,rib pain left side feel pop start bent pick something sitting chair could cause
7,I bent over while sitting in a chair to pick up something and felt like something popped and I am now having pain on my left side around my ribs?,"I heard a pop on bending over while sitting in a chair causing pain in the rib area. My doctor ordered a chest Xray, that came back normal. I am relieved that it is not a fracture. What can I try for relief from the pain?",0,145,221,bent sitting chair pick something feel like something pop pain left side around rib,hear pop bend sitting chair cause pain rib area doctor order chest xray come back normal relieve fracture try relief pain
7,I didn't get my period for a month and now having pink discharge and a negative pregnancy test and still no period. What is going on?,I have PCOS and my cycles are irregular. I missed period by a month this time and I noticed spotting today. My doctor recommended birth control pills and I didn't want to be on it. Do you think I should consider this and start taking the pills?,0,133,244,get period month pink discharge negative pregnancy test still period go,pcos cycle irregular miss period month time notice spot today doctor recommend birth control pill want think consider start take pill
7,I didn't get my period for a month and now having pink discharge and a negative pregnancy test and still no period. What is going on?,My cycles are very regular but I missed period by a month. I have been sexually active and we forgot to use condom once about 5 weeks ago. I noticed spotting today and my urine pregnancy test came back negative. What could be the cause of my missed period?,1,133,256,get period month pink discharge negative pregnancy test still period go,cycle regular miss period month sexually active forgot use condom 5 week ago notice spot today urine pregnancy test come back negative could cause miss period
7,"If I am allergic to normal earrings, can I put a coating of clear nail polish on the earring, or is that bad? I've read this on a few websites.",I am allergic to earrings and I applied a coat of clear nail polish on it as I read in an article that it avoids allergic reaction but it didn't help. I really like wearing earrings a lot. What should I do? Is there a solution?,0,143,227,allergic normal earring put coating clear nail polish earring bad read website,allergic earring apply coat clear nail polish read article avoid allergic reaction help really like wear earring lot solution
7,"If I am allergic to normal earrings, can I put a coating of clear nail polish on the earring, or is that bad? I've read this on a few websites.",My ear starts breaking out with itch when I wear earrings. I think I am allergic to it. I researched online on how to avoid this and I came across a few articles that say clear nail polish coat on earrings helps. Is it bad or safe to try?,1,143,238,allergic normal earring put coating clear nail polish earring bad read website,ear start break itch wear earring think allergic research online avoid come across article say clear nail polish coat earring help bad safe try
7,If you had a CBC two years ago and you still have the same symptoms is it good to get a new one?,I was tired a lot and I looked pale about 2 years ago. I had a CBC then. But I still experience the same symptoms and I don't feel better. Is getting the CBC done again a good idea?,1,96,181,cbc two year ago still symptom good get new one,tired lot look pale 2 year ago cbc still experience symptom feel well get cbc do good idea
7,If you had a CBC two years ago and you still have the same symptoms is it good to get a new one?,"My mom has been tired, dizzy always and looks pale for last 3 weeks. Her CBC showed anemia and she was prescribed iron supplements. Should she take the supplements or intake of iron rich foods would be helpful?",0,96,210,cbc two year ago still symptom good get new one,mom tired dizzy always look pale last 3 week cbc show anemia prescribe iron supplement take supplement intake iron rich food would helpful
7,"I had a cold about a week and a half ago. Now I'm having very strong headaches and a pain on my left nasal, feels like the bone hurts on my left nasal?",I had cold 1.5 weeks ago but I started experiencing severe headache and pain in left nostril yesterday. Is it related to bone in my left nostril?,1,151,145,cold week half ago strong headache pain left nasal feel like bone hurt left nasal,cold week ago start experience severe headache pain left nostril yesterday relate bone left nostril
7,"I had a cold about a week and a half ago. Now I'm having very strong headaches and a pain on my left nasal, feels like the bone hurts on my left nasal?","I had cold a week and a half ago, that got better but I have been experiencing severe headache and pain in my left nostril since yesterday. I am prone to sinusitis since childhood but the pain has been never been severe. What should I do for relief?",0,151,249,cold week half ago strong headache pain left nasal feel like bone hurt left nasal,cold week half ago get well experience severe headache pain left nostril since yesterday prone sinusitis since childhood pain never severe relief
7,"I had a hysterectomy and removal of my tubes and ovaries. However, two years later, I had a very painful area in my pelvis and was told that I had endometriosis. Is this possible?","I was diagnosed with endometriosis by my doctor yesterday. It hurts a lot in my pelvic area and disturbs my daily routine. I got my uterus, tubes and ovaries removed last year. What should be the best approach for treating my endometriosis? ",0,179,241,hysterectomy removal tube ovary however two year later painful area pelvis tell endometriosis possible,diagnose endometriosis doctor yesterday hurt lot pelvic area disturb daily routine get uterus tube ovary remove last year good approach treat endometriosis
7,"I had a hysterectomy and removal of my tubes and ovaries. However, two years later, I had a very painful area in my pelvis and was told that I had endometriosis. Is this possible?",My doctor sayid I have endometriosis when I consulted her last week for severe pain in pelvic area. But I underwent hysterectomy with removal of tubes and ovaries 2 years ago. Is it possible for me to develop endometriosis after hysterectomy?,1,179,242,hysterectomy removal tube ovary however two year later painful area pelvis tell endometriosis possible,doctor sayid endometriosis consult last week severe pain pelvic area undergo hysterectomy removal tube ovary 2 year ago possible develop endometriosis hysterectomy
7,I had unprotected sex on 6feb n my period was on 17feb. Had done 3 times test 2day morning also but all came negative? Doc. Given me cyclenorm e n p,I had unprotected intercourse 3 weeks ago and I took cyclenorm E & P the next day. I got my period after 3 days of unprotected sex. Do you think my cycles will be disturbed?,0,148,173,unprotected sex 6feb n period 17feb do 3 time test 2day morning also come negative doc give cyclenorm e n p,unprotected intercourse 3 week ago take cyclenorm e p next day get period 3 day unprotected sex think cycle disturb
7,I had unprotected sex on 6feb n my period was on 17feb. Had done 3 times test 2day morning also but all came negative? Doc. Given me cyclenorm e n p,"I had unprotected sex on 6th Feb and I got my period on 17th Feb but I am still worried about my chances of pregnancy. I took pregnancy test at home 3 times today and all came back negative. But just to be on safe side, can I take cyclenorm E & P?",1,148,247,unprotected sex 6feb n period 17feb do 3 time test 2day morning also come negative doc give cyclenorm e n p,unprotected sex 6th feb get period 17th feb still worried chance pregnancy take pregnancy test home 3 time today come back negative safe side take cyclenorm e p
7,I have a brain cyst 3cm in left frontal lobe would it hurt if I was also pregnant?,I have a brain cyst of 3cm size in my left frontal lobe and I got pregnant recently. I am worried if brain cyst affects my pregnancy and my baby in any way. Can you help me understand this more? ,0,82,195,brain cyst 3 cm left frontal lobe would hurt also pregnant,brain cyst 3 cm size left frontal lobe get pregnant recently worry brain cyst affect pregnancy baby way help understand
7,I have a brain cyst 3cm in left frontal lobe would it hurt if I was also pregnant?,I have a brain cyst of 3cm size in my left frontal lobe. I am 5 weeks pregnant now and I have been experiencing headache for last 2 days. I was wondering if my brain cyst hurts during pregnancy. What are the chances?,1,82,216,brain cyst 3 cm left frontal lobe would hurt also pregnant,brain cyst 3 cm size left frontal lobe 5 week pregnant experience headache last 2 day wonder brain cyst hurt pregnancy chance
7,I have ADHD is it possible for me to become a surgeon ? Be honest with me please,I am 19 now. I have ADHD since I was 10 years of age but I want to become a surgeon. Is it possible for me?,1,80,107,adhd possible become surgeon honest please,19 adhd since 10 year age want become surgeon possible
7,I have ADHD is it possible for me to become a surgeon ? Be honest with me please,I have ADHD since childhood and I have been on medications for it. Will it be forever? Will it affect my future and my career?,0,80,126,adhd possible become surgeon honest please,adhd since childhood medication forever affect future career
7,I have a small lump at the bottom of my right ear. Any idea what it could be? Thanks.,"I have a small lump below my right ear. It started oozing pus last night, I think it is a boil. Can you tell me if I can try any remedies for relief and for its healing?",0,85,169,small lump bottom right ear idea could thank,small lump right ear start ooze pus last night think boil tell try remedy relief heal
7,I have a small lump at the bottom of my right ear. Any idea what it could be? Thanks.,"I noticed a small lump at the bottom of my right ear last week, that has been getting bigger in size and started hurting last night. Any idea what it could be?",1,85,159,small lump bottom right ear idea could thank,notice small lump bottom right ear last week get big size start hurt last night idea could
7,I have endometriosis and just had a miscarriage now the pain seems to be back stronger than before is this because of miscarriage?,I have endometriosis and I had miscarriage recently. Is the miscarriage because of my endometriosis? Will I ever be able to have kids?,0,130,134,endometriosis miscarriage pain seem back strong miscarriage,endometriosis miscarriage recently miscarriage endometriosis ever able kid
7,I have endometriosis and just had a miscarriage now the pain seems to be back stronger than before is this because of miscarriage?,I was diagnosed with endometriosis. I recently had a miscarriage and the pain is more severe than before. Is this due to miscarriage?,1,130,133,endometriosis miscarriage pain seem back strong miscarriage,diagnose endometriosis recently miscarriage pain severe due miscarriage
7,I have had some pregnancy symptoms and I was four days late and had some brown discharge around the time of period and 2 nurses said they think I am?,I missed my period by 4 days but I noticed spotting on the day of my expected due date of period. I experience a few other signs of pregnancy. I asked 2 nurses and they think I can be pregnant. I am very nervous. What do you think are my chances of pregnancy?,1,149,259,pregnancy symptom four day late brown discharge around time period 2 nurse said think,miss period 4 day notice spotting day expect due date period experience sign pregnancy ask 2 nurse think pregnant nervous think chance pregnancy
7,I have had some pregnancy symptoms and I was four days late and had some brown discharge around the time of period and 2 nurses said they think I am?,I started taking birth control pills last month and I had unprotected intercourse a couple of weeks ago. I missed my period by 4 days and I notice on & off spotting. I am not worried about pregnancy as I have been taking the pills regularly but I am just concerned about my cycles. When will I get my next period?,0,149,313,pregnancy symptom four day late brown discharge around time period 2 nurse said think,start take birth control pill last month unprotected intercourse couple week ago miss period 4 day notice spot worried pregnancy take pill regularly concerned cycle get next period
7,"I have hypermobile joints and am experiencing right arm, elbow, shoulder and muscle pain. What can I do?","I have hypermobile joints and my right arm, elbow, shoulder and muscles hurt almost all the time. I was diagnosed with Ehler Danlos Syndrome and I am worried about its complications. Would I develop arthritis early in age?",0,104,222,hypermobile joint experience right arm elbow shoulder muscle pain,hypermobile joint right arm elbow shoulder muscle hurt almost time diagnose ehler danlos syndrome worry complication would develop arthritis early age
7,"I have hypermobile joints and am experiencing right arm, elbow, shoulder and muscle pain. What can I do?","My joint have always been hypermobile and I have pain over right arm, elbow, shoulder and muscles, that got worse recently. Any ideas on what I can do for relief?",1,104,162,hypermobile joint experience right arm elbow shoulder muscle pain,joint always hypermobile pain right arm elbow shoulder muscle get bad recently idea relief
7,"I have lots of dry gangrene on right foot, lost 4 toes , but it doesn't go past the mid-foot. Why would they amputate to knee? Why not just that part?","I have dry gangrene of left foot covering 3 toes for last 6 months but it never extends to foot. I am scared of surgery and I can't convince myself to get an amputation. What happens if I don't get the amputation done? If I get it done, do you think I'll be able to lead a normal life?",0,150,285,lot dry gangrene right foot lose 4 toe go past would amputate knee part,dry gangrene left foot cover 3 toe last 6 month never extend foot scared surgery ca convince get amputation happen get amputation do get do think able lead normal life
7,"I have lots of dry gangrene on right foot, lost 4 toes , but it doesn't go past the mid-foot. Why would they amputate to knee? Why not just that part?","I have dry gangrene on right foot covering 4 toes and it extends only until mid aspect of foot. But my doctor recommends amputation to knee, can you tell me why can't they amputate only the affected part of foot with gangrene?",1,150,226,lot dry gangrene right foot lose 4 toe go past would amputate knee part,dry gangrene right foot cover 4 toe extend mid aspect foot doctor recommend amputation knee tell ca amputate affect part foot gangrene
7,I have mosquito bites all over my body from head to toe. I am itching all over. The bites are swollen and combined with other bites. What can I do?,"I got what I thought were mosquito bites all over the body recently, that itch a lot. I didn't bother much as I thought those would subside but they look worse this morning and I am worried it could be something else. I'll share pictures of those bumps. Can you tell me if those look like spider bites?",0,147,302,mosquito bite body head toe itching bite swollen combine bite,get think mosquito bite body recently itch lot bother much thought would subside look bad morning worried could something else share picture bump tell look like spider bite
7,I have mosquito bites all over my body from head to toe. I am itching all over. The bites are swollen and combined with other bites. What can I do?,"I went for trecking a couple of days ago and I got mosquito bites, that itch all over my body from head to toe. I noticed this morning that the bites have increased in size and are combined with other bites, that look a little different. What should I do for relief?",1,147,266,mosquito bite body head toe itching bite swollen combine bite,go trecke couple day ago get mosquito bite itch body head toe notice morning bite increase size combine bite look little different relief
7,I have no voice a huge knot on the right side of my neck and I have excruciating pain in throat. I was diagnosed with pharyngitis how can I get relief?,I lost my voice and my throat hurts a lot. I feel a huge mass on the right side of neck. I consulted my doctor and I was diagnosed with pharyngitis. I have been taking prescribed antibiotic medications for last 3 days but no relief yet. What measures can I try at home for relief?,1,151,280,voice huge knot right side neck excruciating pain throat diagnose pharyngitis get relief,lose voice throat hurt lot feel huge mass right side neck consult doctor diagnose pharyngitis take prescribe antibiotic medication last 3 day relief yet measure try home relief
7,I have no voice a huge knot on the right side of my neck and I have excruciating pain in throat. I was diagnosed with pharyngitis how can I get relief?,My husband voice is broken and he says he has severe sore throat. I felt a mass on the right side of his neck last night. We wonder if he has strep throat and if he needs an antibiotic course of medications. Should we consult his doctor?,0,151,237,voice huge knot right side neck excruciating pain throat diagnose pharyngitis get relief,husband voice break say severe sore throat feel mass right side neck last night wonder strep throat need antibiotic course medication consult doctor
7,I have pain on the left side of my neck when swallowing. Been going on for 3 days.,I have been experiencing neck pain on left side on swallowing for last 3 days. Did I pull the muscle?,1,82,101,pain left side neck swallowing go 3 day,experience neck pain left side swallowing last 3 day pull muscle
7,I have pain on the left side of my neck when swallowing. Been going on for 3 days.,My neck hurts on left side only on swallowing but not otherwise. I feel a mass on pressing my underside of left jaw. Do you think my neck lymp node is swollen?,0,82,159,pain left side neck swallowing go 3 day,neck hurt left side swallow otherwise feel mass press underside left jaw think neck lymp node swell
7,I have this patch of peeling/blistering skin on the bottom of my foot. What is it and how do I get rid of it?,I have a patch of peeling/blistering of skin on the sole of my foot. I am not sure how and why I got it. Can you tell me what is it and how to get rid of it?,1,109,157,patch skin bottom foot get rid,patch skin sole foot sure got tell get rid
7,I have this patch of peeling/blistering skin on the bottom of my foot. What is it and how do I get rid of it?,I walked barefoot yesterday and my skin on the sole of my feet started peeling and blistering this morning. I forgot that I am allergic. Should I be wearing shoes always for the rest of my life?,0,109,194,patch skin bottom foot get rid,walk barefoot yesterday skin sole foot start peel blister morning forgot allergic wear shoe always rest life
7,"I have this weird taste in my mouth, but no other symptoms of dry socket. What could be wrong?","I got my tooth extracted recently and I have weird taste in mouth but no severe pain, blood clot, etc. What could be the cause apart from dry socket?",1,94,149,weird taste mouth symptom dry socket could wrong,get tooth extract recently weird taste mouth severe pain blood clot etc could cause apart dry socket
7,"I have this weird taste in my mouth, but no other symptoms of dry socket. What could be wrong?",I got my tooth extracted recently and I have weird taste in mouth. My dentist ruled out dry socket. Should I take any medication or get a dental procedure done again?,0,94,166,weird taste mouth symptom dry socket could wrong,get tooth extract recently weird taste mouth dentist rule dry socket take medication get dental procedure do
7,I having a flexible sigmoidoscopy and I have fleet ready to use when do I use it before going in to hospital ?,I am scheduled a flexible sigmoidoscopy for tomorrow. I got the fleet for enema from the pharmacy this morning. When should I use it?,1,110,133,flexible sigmoidoscopy fleet ready use use go hospital,schedule flexible sigmoidoscopy tomorrow get fleet enema pharmacy morning use
7,I having a flexible sigmoidoscopy and I have fleet ready to use when do I use it before going in to hospital ?,"I have a flexible sigmoidoscopy scheduled this evening and I used the fleet enema a while ago. My abdomen hurts a lot and I had watery stools just now, is this normal?",0,110,167,flexible sigmoidoscopy fleet ready use use go hospital,flexible sigmoidoscopy schedule evening use fleet enema ago abdomen hurt lot watery stool normal
7,I'm 5' 8'' and 109 lbs. When I lay down I can see my belly pulsing to the left of my belly button. Is this something I should be concerned about?,"I can see pulsations on the left side of my belly button on laying down. I am not overweight and I don't have belly fat. I am very much worried, what could be the cause?",1,145,169,5 8 109 lb lay see belly pulse left belly button something concerned,see pulsation left side belly button lay overweight belly fat much worried could cause
7,I'm 5' 8'' and 109 lbs. When I lay down I can see my belly pulsing to the left of my belly button. Is this something I should be concerned about?,"I was diagnosed with aortic aneurysm but my doctor said not to worry much as it was mild a year ago. I was laying down today and I noticed pulsations on the left side of my belly button but no pain. I think it may have grown in size, I am so scared. Should I go to an ER? Do you think I need a surgery?",0,145,302,5 8 109 lb lay see belly pulse left belly button something concerned,diagnose aortic aneurysm doctor say worry much mild year ago lay today notice pulsation left side belly button pain think may grow size scare go er think need surgery
7,"Im in a lot of localized pain, I was diagnosed with an enlarged uterus, a bicornuate uterus, and some ovarian cysts.Pain is extreme. ER? or primary?","I have been experiencing severe lower abdomen pain for last couple of hours. I was diagnosed with enlarged uterus, bicornuate uterus and ovarian cyst. Should I go to an ER or wait until tomorrow to consult my doctor? I am very worried and not sure if this is serious enough to go to an ER. Please help. ",1,148,303,I m lot localized pain diagnose enlarged uterus bicornuate uterus ovarian extreme er primary,experience severe low abdomen pain last couple hour diagnose enlarged uterus bicornuate uterus ovarian cyst go er wait tomorrow consult doctor worry sure serious enough go er please help
7,"Im in a lot of localized pain, I was diagnosed with an enlarged uterus, a bicornuate uterus, and some ovarian cysts.Pain is extreme. ER? or primary?","I have enlarged uterus, bicornuate uterus and ovarian cyst and I am considering hysterectomy, yet to discuss with my OBGYN. I hav excruciating lower abdomen pain today, took tylenol but I am not sure how long it helps. Should I consult my OBGYN and discuss hysterectomy?",0,148,270,I m lot localized pain diagnose enlarged uterus bicornuate uterus ovarian extreme er primary,enlarged uterus bicornuate uterus ovarian cyst consider hysterectomy yet discuss obgyn hav excruciating low abdomen pain today take tylenol sure long help consult obgyn discuss hysterectomy
7,I'm starting to think I have a fracture of the talar dome. Any advice?,I got injured recently. An ankle Xray was taken and I was diagnosed with fracture of talar dome by my doctor. I am on cast currently. Will my fracture heal completely and will I be able to play soccer ever?,0,70,206,start think fracture talar dome advice,get injure recently ankle xray take diagnose fracture talar dome doctor cast currently fracture heal completely able play soccer ever
7,I'm starting to think I have a fracture of the talar dome. Any advice?,I injured my ankle this morning. My ankle hurts a lot and I am not able to bear weight on my ankle. I think I have a talar dome fracture. What should I do next?,1,70,160,start think fracture talar dome advice,injure ankle morning ankle hurt lot able bear weight ankle think talar dome fracture next
